"text","text_en","cmp_code","eu_code"
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διαμόρφωση Εθνικού Σχεδίου Φοιτητικής Στέγης. - - Δημιουργία νέων κτιρίων φοιτητικών εστιών ανά την Ελλάδα, σε κρατική γη ή σε αχρησιμοποίητα δημόσια κτίρια κατόπιν ανακαίνισης, σε συνεργασία με τα Πανεπιστήμια.- Εξασφάλιση στέγης (πριμοδότηση) στους φοιτητές/τριες, μέσω του εργαλείου της Τράπεζας Στέγης σε συνεργασία με το Υπουργείο Παιδείας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Εξάλειψη των ανισοτήτων στην Υγεία, με θετική διάκριση υπέρ των οικονομικά αδύναμων, των ευπαθών ομάδων, των ευάλωτων πληθυσμών και όσων ζουν σε απομακρυσμένες/ νησιωτικές περιοχές. - •	Περιορισμός των ανισοτήτων στη φροντίδα υγείας μεταξύ Κέντρου και Περιφέρειας - Υγειονομικό Ισοδύναμο: Ειδικά κίνητρα προσέλκυσης γιατρών σε άγονες-δυσπρόσιτες νησιωτικές περιοχές. •	Θέσπιση «υγειονομικού ισοδύναμου» και αποζημίωση των πολιτών για υπηρεσίες που χρειάζεται να μετακινηθούν εκτός τόπου κατοικίας, για να έχουν πρόσβαση σε αυτές.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Άμεση μείωση του ΦΠΑ στον κατώτερο συντελεστή για τα τρόφιμα ακόμα και σε μηδενικό συντελεστή για τα είδη βασικής ανάγκης, μείωση του ειδικού φόρου κατανάλωσης στο κατώτερο επιτρεπτό όριο που προβλέπει η ΕΕ. - Στόχοι:Ο κατώτερος δυνατός συντελεστής ΦΠΑ για τα τρόφιμαΜηδενικός συντελεστή για τα είδη βασικής ανάγκηςΜείωση του ειδικού φόρου κατανάλωσης στο κατώτερο επιτρεπτό όριο που προβλέπει η ΕΕ",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Άμεση πρόσληψη μόνιμων υγειονομικών και περαιτέρω αύξηση σε βάθος τριετίας. Αναδιαμόρφωση μισθολογίου για τη παροχή κινήτρων σε νέους γιατρούς. - • Άμεση πρόσληψη 5.500 μόνιμων υγειονομικών και πρόσληψη επιπλέον 10.000 σε βάθος τριετίας.• Σημαίνει μονιμοποίηση του υγειονομικού προσωπικού που έδωσε τη μάχη της πανδημίας στην πρώτη γραμμή και τότε τους χειροκροτούσανε κάποιοι. Μετά τους ξεχάσανε.• Σημαίνει ένταξη του υγειονομικού προσωπικού στα βαρέα και ανθυγιεινά.• Σημαίνει αναδιαμόρφωση μισθολογίου με εισαγωγικό μισθό πρωτοδιοριζόμενου γιατρού τα 2.000 ευρώ και κίνητρα για την ένταξη νέων γιατρών στο ΕΣΥ.,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διορισμοί μόνιμων δασκάλων και καθηγητών σε Πρωτοβάθμια και Δευτεροβάθμια Εκπαίδευση. - 20.000 διορισμοί μόνιμων δασκάλων και καθηγητών της Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης σε βάθος τετραετίας.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επανακρατικοποίηση της ΔΕΗ και ενίσχυση Ρυθμιστικής Αρχής Ενέργειας. Στόχος για την Ελλάδα η κλιματική ουδετερότητα έως το 2045, μέσω της αναθεώρησης του Κλιματικού Νόμου. Νέος εθνικός σχεδιασμός για την Ενέργεια και το Κλίμα. Απεμπλοκή από την πολιτική εξόρυξης υδρογονανθράκων. - • Ανακτούμε τον δημόσιο έλεγχο στη ΔΕΗ και την αξιοποιούμε για τη μείωση του κόστους ρεύματος, την αλλαγή ενεργειακού μείγματος και το σπάσιμο του καρτέλ ενέργειας • Ενισχύουμε τη Ρυθμιστική Αρχή Ενέργειας και τον εποπτικό και ελεγκτικό ρόλο της Πολιτείας στον ενεργειακό τομέα, και ιδίως στις υποδομές, που αποτελούν φυσικά μονοπώλια• Αναθεωρούμε τον Κλιματικό Νόμο, με νέο στόχο κλιματικής ουδετερότητας έως το 2045, την καθιέρωση συμμετοχικής διακυβέρνησης και διεπιστημονικής αξιολόγησης προόδου και πρότασης μέτρων, καθώς και με ειδικές προβλέψεις για την εργασιακή μετάβαση πληττόμενων κλάδων και την πρόσβαση σε καθαρή και προσιτή ενέργεια • Εκπονούμε νέο εθνικό σχεδιασμό για την Ενέργεια και το Κλίμα, με στόχο την ομαλή απεξάρτηση της χώρας από όλα τα ορυκτά καύσιμα (και από το φυσικό αέριο) με ενεργειακή ασφάλεια και όχι με μονομερή παύση του λιγνίτη και με έμφαση στα έξυπνα δίκτυα, σε νέες τεχνολογίες, αποθήκευση ενέργειας, ηλεκτροκίνηση για τις δημόσιες μεταφορές, τους εμπορικούς στόλους, και τα νοικοκυριά• Απεμπλεκόμαστε από την πολιτική εξόρυξης υδρογονανθράκων, με μη ανανέωση αδειών έρευνας και εκμετάλλευσης και μη παραχώρηση νέων περιοχών• Ολοκληρώνουμε το Ειδικό Χωροταξικό Πλαίσιο για τις ΑΠΕ, με ενισχυμένα κριτήρια για την προστασία της βιοποικιλότητας, με ελάχιστες ζώνες αποκλεισμού με βάση τις περιοχές του δικτύου Natura 2000, τις περιοχές που ικανοποιούν τα κριτήρια των «Περιοχών Άνευ Δρόμων», τα τοπία ιδιαίτερου φυσικού κάλλους. Καθορισμός περιοχών προτεραιότητας για την ανάπτυξη των ΑΠΕ, με κριτήριο και το κόστος ανάπτυξης δικτύων και υποδομών αποθήκευσης και με την προτεραιοποίηση έργων αυτοπαραγωγής και ενεργειακών κοινοτήτων",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση των λογαριασμών ενέργειας / Αντιμετώπιση της ενεργειακής κρίσης. Δίκαιη και βιώσιμη ενεργειακή μετάβαση, μέσω της συμμετοχής των μικρομεσαίων επιχειρήσεων και των νοικοκυριών στις ΑΠΕ, χρηματοδότηση για την παραγωγή της ηλεκτρικής ενέργειας με το λεγόμενο μοντέλο prosumer, επενδύσεις στις υποδομές του ηλεκτρικού δικτύου για την υποδοχή των νέων ΑΠΕ, διεύρυνση του προγράμματος ""Εξοικονομώ"". - • Ανακατεύθυνση μέρους των δανείων του Ταμείου Ανάκαμψης στη χρηματοδότηση νοικοκυριών, αγροτών, μικρομεσαίων επιχειρήσεων και ενεργειακών κοινοτήτων ώστε να παράγουν την ηλεκτρική ενέργεια που καταναλώνουν με μικρά έργα ΑΠΕ, με το λεγόμενο μοντέλο prosumer.• Αναγκαίες επενδύσεις για εκσυγχρονισμό και επέκταση των υποδομών του ηλεκτρικού δικτύου προκειμένου να μπορούν να υποδεχτούν τις νέες ΑΠΕ.• Εξασφάλιση ικανού μέρους του υφιστάμενου ηλεκτρικού χώρου για μικρά έργα ΑΠΕ και επιτάχυνση των επενδύσεων στα δίκτυα ηλεκτρικής ενέργειας και στην αποθήκευση ενέργειας, ώστε να εισαχθούν περισσότερες.• Υλοποίηση ενός διευρυμένου προγράμματος «Εξοικονομώ» για κατοικίες, συνεχώς ανοιχτό για αιτήσεις, που θα καλύπτει εκατοντάδες χιλιάδες νοικοκυριά.• Θέσπιση ενός ενισχυμένου προγράμματος ενεργειακής αναβάθμισης για πολύ μικρές και μικρές επιχειρήσεις, αυτοαπασχολούμενους και αγρότες.• Χρηματοδότηση των Δήμων για την εγκατάσταση ΑΠΕ με σκοπό την κάλυψη των καταναλώσεών τους, αλλά και των ενεργειακών αναγκών των ευάλωτων δημοτών τους. • Επανακρατικοποίηση της ΔΕΗ. Ανάκτηση τουλάχιστον του 51% του Δημοσίου στο μετοχικό της κεφάλαιο.• Αποσύνδεση της τιμής της χονδρεμπορικής ρεύματος από τη χρηματιστηριακή τιμή του φυσικού αερίου.• Θέσπιση ανώτατου συντελεστή κέρδους στην παραγωγή ενέργειας στο 5%.• Παρέμβαση στο χρηματιστήριο ενέργειας με ανώτατα όρια τιμών και προώθηση υποχρεωτικού ποσοστού σταθερών συμβολαίων στη χονδρεμπορική ηλεκτρικής ενέργειας.• Θέσπιση ανώτατου ορίου τιμής στη λιανική για την ηλεκτρική ενέργεια ανά μεγαβατώρα.• Επιβολή διατίμησης στη λιανική φυσικού αερίου, με στόχο την προστασία 700.000 καταναλωτών που θερμαίνονται σήμερα με φυσικό αέριο.• Αξιοποίση του συνόλου των εγχώριων ενεργειακών πόρων, συμπεριλαμβανομένου του λιγνίτη, για όσο διάστημα χρειαστεί.• Προστασία από τις αποκοπές ρεύματος, ειδικότερα των ευάλωτων καταναλωτών, αλλά και του συνόλου της ελληνικής κοινωνίας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Βιώσιμη και δίκαιη ανάπτυξη που θα στηρίζεται στο ανθρώπινο κεφάλαιο με αντίστοιχο περιβαλλοντικό και κοινωνικό αποτύπωμα - • Στήριξη της έρευνας και ανάπτυξης των ελληνικών επιχειρήσεων σε συνεργασία με τα πανεπιστήμια και τα ερευνητικά ιδρύματα για την ενίσχυση της τοπικής παραγωγής, με σύντομες αλυσίδες αξίας και μικρό περιβαλλοντικό αποτύπωμα στον αγροτικό τομέα και στοχευμένα μέτρα μείωσης κόστους παραγωγής, δημιουργίας και ενθάρρυνσης της ένταξης του αγροτικού κόσμου σε συνεργατικά σχήματα. • Βιώσιμη και δίκαιη ανάπτυξη με στροφή στην ποιότητα, σε προϊόντα και υπηρεσίες υψηλής προστιθέμενης αξίας με αντίστοιχο περιβαλλοντικό και κοινωνικό αποτύπωμα, που θα στηρίζεται στο ανθρώπινο κεφάλαιο και ιδίως τους υψηλά καταρτισμένους νέους εργαζόμενους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση του εισοδήματος των ελεύθερων επαγγελματιών, αυτοαπασχολούμενων, αγροτών, μισθωτών και συνταξιούχων - • Αύξηση αφορολόγητου στα 10.000 ευρώ για μισθωτούς, συνταξιούχους και κατά κύριο επάγγελμα αγρότες.• Θέσπιση αφορολόγητου στα 10.000 ευρώ για ελεύθερους επαγγελματίες, αυτοαπασχολούμενους, εργαζόμενους με μπλοκάκια, μη κατά κύριο επάγγελμα αγρότες.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επαναφορά των ρυθμίσεων για την αιτιολογημένη απόλυση, τις συλλογικές διαπραγματεύσεις των εργαζομένων και τη δήλωση του ωραρίου, κατάργηση των νόμων Χατζηδάκη, επανίδρυση του Σώματος Επιθεώρησης Εργασίας, σταδιακή εφαρμογή του 35άωρου. - • Κατάργηση των νόμων Χατζηδάκη, που νομιμοποίησαν τα 12ωρα, την απλήρωτη εργασία, την ποινικοποίηση της συλλογικής δράσης.• Επαναφορά των ρυθμίσεων για την αιτιολογημένη απόλυση, για το οκτάωρο, για τις βασικές αρχές των συλλογικών διαπραγματεύσεων, για τη δήλωση των ωραρίων και των υπερωριών.• Επανίδρυση του Σώματος Επιθεώρησης Εργασίας, για να είναι μόνιμα στο πεδίο και να παρεμβαίνει για την τήρηση της εργατικής νομοθεσίας.• Σταδιακή εφαρμογή του 35άωρου χωρίς μείωση των αποδοχών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση του εισοδήματος των μικρομεσαίων, κατάργηση του τέλους επιτηδεύματος, αντιμετώπιση του ζητήματος του ιδιωτικού χρέους, διαγραφή μέρους της βασικής οφειλής για χρέη που δημιουργήθηκαν λόγω της υγειονομικής κρίσης. - • Κατάργηση του τέλους επιτηδεύματος. • Ρύθμιση χρεών, διαγραφή μέρους βασικής οφειλής για χρέη που δημιουργήθηκαν μετά το ξέσπασμα της υγειονομικής κρίσης και με 120 δόσεις για την αποπληρωμή του υπολοίπου. Δικαίωμα ένταξης στο σχήμα θα έχουν και όσοι απώλεσαν τη ρύθμιση του 2019. • Θέσπιση του ακατάσχετου επαγγελματικού λογαριασμού για πληρωμές λειτουργικών δαπανών των επιχειρήσεων και αντικατάσταση του πτωχευτικού κώδικα, με έναν νέο που προβλέπει ολιστικό πλαίσιο διαχείρισης του ιδιωτικού χρέους με προστασία της πρώτης κατοικίας, της αγροτικής γης και της επαγγελματικής στέγης. • Ενίσχυση ρευστότητας για πολύ μικρές και μικρομεσαίες επιχειρήσεις με ανακατεύθυνση μέρους των δανείων του Ταμείου Ανάκαμψης προς την Αναπτυξιακή Τράπεζα.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία ενός ισχυρού και σύγχρονου Εθνικού Συστήματος Υγείας - • Πρόσληψη 5.500 μόνιμων υγειονομικών και επιπλέον 10.000 μόνιμων υγειονομικών σε βάθος τριετίας.• Μονιμοποίηση του συνόλου του υγειονομικού προσωπικού που έδωσε τη μάχη της πανδημίας στην πρώτη γραμμή και παύση της τιμωρητικής αναστολή εργασίας για υγειονομικούς. Ένταξη όλου του υγειονομικού προσωπικού στα βαρέα και ανθυγιεινά. • Αναμόρφωση του μισθολογίου του ιατρικού προσωπικού, με εισαγωγικό μισθό πρωτοδιοριζόμενου γιατρού τα 2.000 ευρώ. Με αναλογικές αυξήσεις των μισθών και για το μη ιατρικό, υγειονομικό προσωπικό. • Αύξηση των Τοπικών Μονάδων Υγείας, από 127 σε 380 σε ολόκληρη τη χώρα, για να ενισχυθεί η Πρωτοβάθμια Φροντίδα. Εδραίωση του θεσμού του οικογενειακού γιατρού, του δικτύου κατ’ οίκον φροντίδας και ολοκλήρωση της επιχειρησιακής ενδυνάμωσης του ΕΚΑΒ.• Διεύρυνση των υπηρεσιών του ΕΟΠΥΥ και πλήρης κάλυψη των ανασφάλιστων πολιτών σε υγειονομικό υλικό για χρόνιες ασθένειες. • Υπεύθυνη αντιμετώπιση του νέου οικουμενικού ζητήματος της πανδημίας και αντίστοιχη διαμόρφωση δέσμης συγκεκριμένων θεσμικών και κοστολογημένων οικονομικών προτάσεων. Στήριξη των έλλογων περιοριστικών μέτρων και προώθηση του εμβολιασμού.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση της Πρωτοβάθμιας Εκπαίδευσης με 20.000 διορισμούς μόνιμων δασκάλων και καθηγητών, θέσπιση της ρήτρας αυτόματης πρόσληψης. - • Ενίσχυση της Πρωτοβάθμιας Εκπαίδευσης με 20.000 διορισμούς μόνιμων δασκάλων και καθηγητών, ώστε να φτάσουμε τον ευρωπαϊκό μέσο όρο ως προς τους αναπληρωτές.• Θέσπιση της ρήτρας αυτόματης πρόσληψης, ώστε αυτόματα να διορίζεται ένας εκπαιδευτικός για κάθε έναν που θα συνταξιοδοτείται. • Δημιουργία θέσεων για όλα τα παιδιά στους βρεφονηπιακούς σταθμούς και σχολικά γεύματα για όλα τα παιδιά Νηπιαγωγείου και Δημοτικού.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση της δημόσιας ανώτατης εκπαίδευσης. - • Διπλασιασμός της κρατικής χρηματοδότησης των πανεπιστημίων, αλλά και του αριθμού των μελών ΔΕΠ, σε βάθος τετραετίας.• Κατάργηση της πανεπιστημιακής αστυνομίας.• Δωρεάν φοίτηση σε μεταπτυχιακά προγράμματα, πρόβλεψη για ειδική χρηματοδότηση των πανεπιστημιακών ερευνητικών κέντρων.• Διαμόρφωση Εθνικού Σχεδίου Φοιτητικής Στέγης. • Αύξηση της χρηματοδότησης για την εκπαίδευση στο 5% του ΑΕΠ",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ένταξη των μεταναστών και αλλαγή της διαδικασίας πολιτογράφισης. Κοινή ευρωπαϊκή πολιτική μετανάστευσης και ασύλου, σεβόμενη τη ζωή και την αξιοπρέπεια των προσφύγων. - Κοινή ευρωπαϊκή πολιτική μετανάστευσης και ασύλου που θα λαμβάνει υπ’ όψιν και τα κύματα των μελλοντικών κλιματικών προσφύγων. Ενάντια στη λογική της “Ευρώπης-φρούριο” και τις παράνομες και απάνθρωπες επαναπροωθήσεις, σεβόμενοι τη ζωή και την αξιοπρέπεια όλων, τους κανόνες του διεθνούς δικαίου και της Σύμβασης της Γενεύης. Με αναθεώρηση του Κανονισμού του Δουβλίνου και τη θέσπιση ενός δίκαιου και δεσμευτικού πλαισίου διαμοιρασμού των ευθυνών και μετεγκατάστασης που δεν θα επιβαρύνει αποκλειστικά τις χώρες πρώτης εισόδου. • Αλλαγή διαδικασίας πολιτογράφησης, απλοποίηση εξεταστικής διαδικασίας. Παράλληλα: • Θέσπιση πολιτογράφησης με δειγματοληπτική συνέντευξη για άτομα που έχουν αποδεδειγμένα κλείσει 25 χρόνια παραμονής στην Ελλάδα και για όσους έχουν γεννήσει παιδιά στην Ελλάδα και αυτά, βάσει του νόμου, έχουν αποκτήσει την ελληνική ιθαγένεια.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση της συμπερίληψης των ΑμεΑ μέσω της αύξησης του αναπηρικού επιδόματος κατά 20%, τη δημιουργία προσβάσιμων γειτονιών σε 20 ελληνικές πόλεις, την εξασφάλιση προσωπικού φροντιστή ή βοηθού και τη διευκόλυνση της επικοινωνίας με το Δημόσιο. - • Αύξηση του αναπηρικού επιδόματος κατά 20% για 172.000 συμπολίτες μας.• Εξασφάλιση προσωπικού φροντιστή ή βοηθού για 70.000 άτομα, καθώς και εργαλεία αξιοπρέπειας (τεχνητά μέλη, αμαξίδια κλπ) σε όλους τους δικαιούχους χωρίς επιβαρύνσεις. • Δημιουργία προσβάσιμων γειτονιών σε 20 ελληνικές πόλεις.• Διευκόλυνση της επικοινωνίας των ανάπηρων με το Δημόσιο, απλοποιώντας και μειώνοντας την περιττή γραφειοκρατία.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Στήριξη της Βιομηχανίας, των υφιστάμενων και των νέων επιχειρήσεων σε κλάδους αιχμής. - • Ενεργειακά αυτόνομη μεταποίηση: Χρηματοδότηση μεγάλων επενδυτικών σχεδίων για την υλοποίηση έργων ιδιοπαραγωγής ΑΠΕ και εξοικονόμησης ενέργειας, με στόχο τη μείωση του κόστους ενέργειας στη βιομηχανία και στη μεταποίηση. • Ενίσχυση καινοτόμων επιχειρήσεων. Αναβάθμιση και ενίσχυση των προγραμμάτων μας, Equifund και «Ερευνώ – Δημιουργώ – Καινοτομώ» για την προώθηση της καινοτόμου επιχειρηματικότητας και τη σύνδεση της έρευνας με την παραγωγή.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση τιμών στα καύσιμα και τα τρόφιμα, επιπλέον πηγές χρηματοδότησης. - • Μείωση του ΕΦΚ στα καύσιμα (πετρέλαιο κίνησης, θέρμανσης, βενζίνη, φυσικό αέριο) στο χαμηλότερο συντελεστή της Ευρωπαϊκής Ένωσης. • Κατάργηση της καταβολή του ΕΦΚ στο αγροτικό πετρέλαιο. • Μείωση του ΦΠΑ στα τρόφιμα στο χαμηλότερο συντελεστή, στο 6%. • Ανασχεδιασμός και ανακατανομή των πόρων του Ταμείου Ανάκαμψης.• Φορολόγηση υψηλών μερισμάτων άνω των 50.000 ευρώ με συντελεστή 10%.• Φορολόγηση των υπερκερδών των εταιρειών:  - Παραγωγής και παροχής ηλεκτρικού ρεύματος - Διύλισης και εμπορίας πετρελαίου - Παροχής Φυσικού Αερίου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διασφάλιση χρηματοδότησης της οικονομίας, μετατροπή της Εθνικής Τράπεζας σε ισχυρό δημόσιο πυλώνα του τραπεζικού συστήματος. - • Αποτροπή των εναρμονισμένων πολιτικών των συστημικών τραπεζών.• Κατεύθυνση των χρηματοδοτικών εργαλείων στην πραγματική οικονομία, στη βάση εθνικής αναπτυξιακής στρατηγικής.• Εφαρμογή πολιτικής προσανατολισμένης στο δημόσιο συμφέρον στη διαχείριση των κόκκινων δανείων.• Ειδικό ρυθμιστικό πλαίσιο για τη διαφάνεια των τραπεζικών συναλλαγών και τη λειτουργία των Εταιριών Διαχείρισης Απαιτήσεων (servicers).",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αποκατάσταση της εμπιστοσύνης της κοινωνίας στη λειτουργία της Δικαιοσύνης με ένα ολοκληρωμένο μεταρρυθμιστικό πλαίσιο. - • Αποκατάσταση μισθολογικών, φορολογικών αδικιών στους λειτουργούς της Δικαιοσύνης. • Ενίσχυση στελέχωσης, κτιριακών υποδομών, επέκταση «Ηλεκτρονικής Δικαιοσύνης».• Διακοπή ομφάλιου λώρου μεταξύ της δικαστικής και της εκτελεστικής εξουσίας.• Θέσπιση της διατύπωσης γνώμης από Δικαστικές Ενώσεις και Δικηγορικούς Συλλόγους για την επιλογή στην ηγεσία των Ανώτατων Δικαστηρίων. Μείωση των θέσεων των Αντιπροέδρων στα Ανώτατα Δικαστήρια. • Νέος προσανατολισμός στην Εθνική Σχολή Δικαστών, με αύξηση των εισακτέων, αύξηση του απαιτούμενου χρόνου άσκησης της δικηγορίας και ενίσχυση της κοινωνικής εμπειρίας με υποχρεωτικές έρευνες και άσκηση σε κοινωνικές δομές.• Τέλος στην κακή νομοθέτηση, με μόνιμες Νομοπαρασκευαστικές Επιτροπές, στελεχωμένες αποκλειστικά από εκπροσώπους θεσμών του νομικού κόσμου, των Πανεπιστημίων και της κοινωνίας.• Κατάργηση όλων των ποινικών ασυλιών που έχουν προβλεφθεί τα τελευταία χρόνια, με πρώτη την ασυλία των τραπεζικών στελεχών.• Τέλος στις λεγόμενες «περιστρεφόμενες πόρτες». Όποιος δικαστής επιθυμεί να αξιοποιηθεί σε οποιαδήποτε θέση μετά τη συνταξιοδότησή του, θα γνωρίζει ότι δεν θα έχει πρόσθετη, πέραν της σύνταξής του, αμοιβή.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Νομική κατοχύρωση του γάμου για όλα τα πρόσωπα. Νομική κατοχύρωση του όρου «γυναικοκτονία». - • Νομική κατοχύρωση του γάμου για όλα τα πρόσωπα, ανεξάρτητα από τον σεξουαλικό προσανατολισμό. • Νομοθετική κατοχύρωση του όρου «γυναικοκτονία».",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διαφανής χρηματοδότηση και λειτουργία των ΜΜΕ. - • Οικονομική ενίσχυση των ΜΜΕ με βάση τις πραγματικές ανάγκες και με διαφανή κριτήρια.• Επαναφορά της υποχρέωσης για 400 εργαζόμενους σε όλους τους σταθμούς πανελλαδικής εμβέλειας.• Έλεγχος της αδιαφανούς και αδικαιολόγητης χρηματοδότησης και των δανείων που δόθηκαν σε ΜΜΕ.• Επανεκκίνηση της διαδικασίας αδειοδότησης των περιφερειακών ΜΜΕ.• Επιλογή της Διοίκησης της ΕΡΤ και του ΑΠΕ από τη Διάσκεψη των Προέδρων της Βουλής, με διακομματική συννενόηση.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επαναφορά της ΕΥΠ στην αρμοδιότητα του Υπουργείου Προστασίας του Πολίτη, θέσπιση ελέγχου και αιτιολογημένης απόφασης για την άρση του απορρήτου, κατάργηση της τροπολογίας που δεν επιτρέπει τη γνωστοποίηση παρακολούθησης. - • Επαναφορά της ΕΥΠ στην αρμοδιότητα του Υπουργείου Προστασίας του Πολίτη.• Κατάργηση της τροπολογίας που δεν επιτρέπει τη γνωστοποίηση παρακολούθησης, μετά την ολοκλήρωσή της.• Νομοθετικός ορισμός των λόγων «εθνικής ασφάλειας».• Θέσπιση ελέγχου από δικαστικό συμβούλιο και έγκριση με αιτιολογημένη απόφασή της άρσης του απορρήτου.• Εξασφάλιση της ουσιαστικής συμμετοχής της Επιτροπής Θεσμών και Διαφάνειας και της ΑΔΑΕ στον ορισμό του Διοικητή της ΕΥΠ.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Στεγαστική πολιτική για νέα ζευγάρια. - • Διπλασιασμός επιδότησης ενοικίου για νέους και νέα ζευγάρια από 24 μέχρι 44 ετών: 140€/μήνα για μονοπρόσωπο νοικοκυριό, 280€/μήνα για ζευγάρι με ένα παιδί, 350€/μήνα για ζευγάρι με δύο παιδιά. Διεύρυνση εισοδηματικών κριτηρίων.• Έλεγχος και κανόνες στο Airbnb, ώστε να περιορίζεται μόνο σε φυσικά πρόσωπα και μέχρι ορισμένο αριθμό. • Δημιουργία τράπεζας στέγης από υπάρχοντα διαμερίσματα και κατοικίες ώστε να διατεθούν κατά προτεραιότητα σε νέα ζευγάρια με χαμηλά ενοίκια.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναδιαμόρφωση του επιδόματος παιδιού και αύξηση των επιδομάτων και των αδειών που σχετίζονται με τη μητρότητα. - • Επίδομα μητέρας: Αναδιαμόρφωση επιδόματος παιδιού και μεταφορά στήριξης αποκλειστικά στη μητέρα από τη γέννηση του παιδιού μέχρι τα 24 έτη, ανεξαρτήτως σπουδών και από τη συντάξιμη ηλικία τους εφ’ όρου ζωής. Αύξηση του επιδόματος μητέρας για το δεύτερο παιδί και διεύρυνση των εισοδηματικών κριτηρίων χορήγησης (70 ευρώ στο πρώτο παιδί, 105 ευρώ στο δεύτερο και 140 ευρώ στο τρίτο).• Εξίσωση της άδειας μητρότητας στις εργαζόμενες ιδιωτικού και δημόσιου τομέα.• Επέκταση του επιδόματος μητρότητας στις αυτοαπασχολούμενες, ελεύθερες επαγγελματίες και αγρότισσες από τους 4 στους 9 μήνες.• Ειδική άδεια μητρότητας σε αυτοαπασχολούμενες, ελεύθερες επαγγελματίες, αγρότισσες.• Βρεφονηπιακοί σταθμοί για όλα τα παιδιά και σχολικά γεύματα για όλα τα παιδιά νηπιαγωγείου και δημοτικού. •	Διπλασιασμός επιδομάτων στέγασης και εξασφάλιση προσιτών ενοικίων μέσα από τη δημιουργία τράπεζας στέγης.",NA,NA,NA
