"text","text_en","cmp_code","eu_code"
"Δωρεάν υπηρεσίες συμβουλευτικής από διατροφολόγο/ ιατρό.","Free counselling services by a nutritionist/physician.","504",NA
"Εμβολιασμός του 90% των κοριτσιών ηλικίας έως 15 ετών με το εμβόλιο HPV έως το 2030.","Vaccination of 90% of girls up to 15 years of age with the HPV vaccine by 2030.","504",NA
"Μείωση των καπνιστών από 42% του ενήλικου πληθυσμού το 2020, σε 25% έως το 2027.","Reduction of smokers from 42% of the adult population in 2020 to 25% by 2027.","504",NA
"Ενίσχυση των ιατρείων διακοπής καπνίσματος.","Strengthen smoking cessation clinics.","504",NA
"Δημιουργία 311 νέων δομών, υλοποίηση 211 δράσεων & προγραμμάτων πρόληψης και προαγωγής της ψυχικής υγείας και ενίσχυση 279 υφιστάμενων δομών και υπηρεσιών ψυχικής υγείας.","Creation of 311 new structures, implementation of 211 actions & programmes for mental health prevention and promotion and strengthening of 279 existing mental health structures and services.","504",NA
"Ενίσχυση των 300 Κέντρων Υγείας με 5 Επαγγελματίες Ψυχικής Υγείας ανά κέντρο, για την περαιτέρω ενσωμάτωση των Υπηρεσιών Ψυχικής Υγείας στην Πρωτοβάθμια Φροντίδα Υγείας.","Strengthening of 300 Health Centres with 5 Mental Health Professionals per centre to further integrate Mental Health Services into Primary Health Care.","504",NA
"B2. ΠΑΙΔΕΙΑ","B2. CHILDREN","H",NA
"Διεύρυνση της εφαρμογής του ολοήμερου σχολείου ως τις 17:30 και επέκταση εφαρμογής του διευρυμένου και ενισχυμένου ολοήμερου προγράμματος σε νηπιαγωγεία και δημοτικά σχολεία σε όλη τη χώρα.","Extend the implementation of full-day school to 17:30 and expand the implementation of the extended and enhanced full-day programme to kindergartens and primary schools throughout the country.","506",NA
"Επέκταση πρότυπων και πειραματικών σχολείων: 150 Πρότυπα και Πειραματικά Σχολεία μέχρι το 2027.","Expansion of model and experimental schools: 150 model and experimental schools by 2027.","506",NA
"Αύξηση των μισθολογικών απολαβών εκπαιδευτικών, με έμφαση στους νεοδιόριστους εκπαιδευτικούς και σε στελέχη εκπαίδευσης με αυξημένες αρμοδιότητες.","Increase teacher salaries, with a focus on newly appointed teachers and education staff with increased responsibilities.","506",NA
"Ελεύθερη επιλογή από γονέα της σχολικής μονάδας φοίτησης των μαθητών.","Free parental choice of school of attendance for students.","201.1",NA
"Ανέγερση φοιτητικών εστιών για τη στέγαση 8.500 φοιτητών μέσω ΣΔΙΤ.","Construction of student halls of residence to house 8,500 students through PPP.","506",NA
"Ενίσχυση του θεσμού της μαθητείας και Αναβάθμιση Επαγγελματικών Λυκείων.","Strengthening the institution of apprenticeship and upgrading vocational high schools.","411",NA
"Επικαιροποίηση των προγραμμάτων σπουδών και αναβάθμιση των υποδομών στις Επαγγελματικές Σχολές Μαθητείας.","Updating curricula and upgrading the infrastructure of Vocational Apprenticeship Schools.","411",NA
"Επέκταση του θεσμού των Πειραματικών ΕΠΑΣ και ενιαίος τρόπος λειτουργίας των ΕΠΑΛ, όπως τα Πρότυπα ΕΠΑΛ.","Extend the institution of Experimental Vocational Schools and establish a uniform mode of operation for Vocational Schools, such as Standard Vocational Schools.","411",NA
"Ειδικό πρόγραμμα για τον σχολικό εκφοβισμό.","A special programme on school bullying.","503",NA
"Εθνική στρατηγική κατά της βίας κατά των ανηλίκων.","A national strategy against violence against minors.","605.1",NA
"Voucher για διεθνώς αναγνωρισμένα πιστοποιητικά γλωσσομάθειας και ψηφιακών δεξιοτήτων σε β-βάθμια και γ-βάθμια εκπαίδευση.","Vouchers for internationally recognised certificates of language and digital skills in b- and c-school education.","506",NA
"B3. ΠΟΛΙΤΙΣΜΟΣ, ΑΘΛΗΤΙΣΜΟΣ","B3. CULTURE, SPORT","H",NA
"Ολοκλήρωση νέων εμβληματικών μουσείων: Εθνικό Αρχαιολογικό Μουσείο, Μουσείο Ενάλιων Αρχαιοτήτων Πειραιά, Μετατροπή του Ανακτόρου Τατοΐου σε Μουσείο, Αρχαιολογικό Μουσείο Ελευσίνας.","Completion of new emblematic museums: the National Archaeological Museum, the Museum of Piraeus' Enalian Antiquities, the conversion of the Tatoi Palace into a museum, the Elefsina Archaeological Museum.","502",NA
"Συντήρηση, αποκατάσταση και ανάδειξη μνημείων και αρχαιολογικών χώρων, μεταξύ αυτών και των μνημείων UNESCO με πόρους του Ταμείου Ανάκαμψης (Αρχαία Ολυμπία, Φίλιπποι, Κνωσός, Φαιστός, Δελφοί, Τίρυνθα, Μυστράς, Μονεμβασιά, Φρούρια της Κέρκυρας).","Conservation, restoration and enhancement of monuments and archaeological sites, including UNESCO monuments with resources from the Recovery Fund (Ancient Olympia, Philippi, Knossos, Phaistos, Delphi, Tiryns, Mystras, Monemvasia, Fortresses of Corfu).","502",NA
"Διαβάθμιση, αναβάθμιση και ανωτατοποίηση της καλλιτεχνικής εκπαίδευσης.","Upgrading, upgrading and upgrading of artistic education.","506",NA
"Δημιουργία νέας Ανώτατης Σχολής Παραστατικών Τεχνών πανεπιστημιακού επιπέδου.","Creation of a new university-level Higher School of Performing Arts.","506",NA
"Αναβάθμιση υποδομών κρατικών σχολών.","Upgrading the infrastructure of state schools.","506",NA
"Εθνική πολιτική οπτικοακουστικών μέσων και κινηματογράφου.","National audiovisual and cinema policy.","502",NA
"Δημιουργία νέου φορέα για τα οπτικοακουστικά, τον κινηματογράφο και την πνευματική ιδιοκτησία, έτσι ώστε να στηριχθεί η ελληνική κινηματογραφία και παράλληλα να ενθαρρυνθούν οι ξένες επενδύσεις.","Establishment of a new body for audiovisual, cinema and intellectual property, in order to support Greek cinema and encourage foreign investment.","502",NA
"Ενίσχυση ερασιτεχνικού αθλητισμού.","Strengthen amateur sport.","502",NA
"Μητρώα σωματείων, εγκαταστάσεων, διοικήσεων και αθλητών.","Registers of clubs, facilities, administrations and athletes.","502",NA
"Ψηφιακή μετάβαση του ερασιτεχνικού αθλητισμού, χρηστή διοίκηση.","Digital transition of amateur sport, good governance.","502",NA
"Ενίσχυση πόρων του ερασιτεχνικού αθλητισμού μέσω της φορολογίας του στοιχηματισμού.","Strengthening the resources of amateur sport through the taxation of betting.","502",NA
"Κατασκευές και αναβαθμίσεις αθλητικών εγκαταστάσεων.","Construction and upgrading of sports facilities.","502",NA
"Αναπλάσεις Ολυμπιακών Εγκαταστάσεων.","Redevelopment of Olympic facilities.","411",NA
"B4. ΔΗΜΟΓΡΑΦΙΚΟ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΚΗ ΠΟΛΙΤΙΚΗ","B4. DEMOGRAPHIC AND FAMILY POLICY","H",NA
"Αυξάνεται από 1/1/2024 το αφορολόγητο κατά 1.000 ευρώ για οικογένειες που έχουν παιδιά.","From 1/1/2024, the tax-free allowance increases by 1,000 euros for families with children.","504",NA
"Αυξάνεται το επίδομα μητρότητας στους ελεύθερους επαγγελματίες και τους αγρότες από τους 4 στους 9 μήνες στο ύψος του κατώτατου μισθού (από 150 έως 200 ευρώ που είναι σήμερα).","Increase the maternity allowance for self-employed workers and farmers from 4 to 9 months to the minimum wage (from 150 to 200 euros as it is today).","504",NA
"Διατίθενται 1,8 δις ευρώ σε συνολικά 137.000 νέους δικαιούχους έως 39 ετών για τη Νέα Στεγαστική Πολιτική «Σπίτι μου» με φθηνά στεγαστικά δάνεια, προσιτά ρυθμιζόμενα ενοίκια","€1.8 billion is made available to a total of 137,000 new beneficiaries up to the age of 39 for the new ""My Home"" housing policy with cheap mortgages, affordable regulated rents","409",NA
"και παροχή δωρεάν στέγης σε ευάλωτους πολίτες και οικογένειες.","and free housing for vulnerable citizens and families.","504",NA
"Ανέγερση 2.500 κοινωνικών κατοικιών και ανακαίνιση 4.000 κενών κατοικιών, ιδιοκτησίας του δημοσίου οι οποίες παραδίδονται με εξαιρετικά ευνοϊκούς όρους σε δικαιούχους.","Construction of 2,500 social housing units and renovation of 4,000 vacant public housing units, owned by the public sector, which are delivered on highly favourable terms to beneficiaries.","504",NA
"Αυξάνονται κατά 50.000 οι θέσεις για βρέφη και νήπια σε βρεφονηπιακούς σταθμούς, συστήνονται 150 νέα Κέντρα Δημιουργικής Απασχόλησης Παιδιών, διευρύνεται το ωράριο λειτουργίας παιδικών σταθμών ως τις 17:30, θεσμοθετούνται χώροι φύλαξης και φροντίδας παιδιών σε μεγάλες επιχειρήσεις.","The number of places for infants and toddlers in nurseries is increased by 50,000, 150 new Creative Childcare Centres are established, the opening hours of nurseries are extended to 17:30, and childcare facilities are established in large companies.","504",NA
"40.000 θέσεις φύλαξης νηπίων και παιδιών μέσω του προγράμματος «Νταντάδες της γειτονιάς».","40,000 childcare places for infants and children through the 'Neighbourhood Nannies' programme.","504",NA
"Νέα ολοκληρωμένη δέσμη μέτρων για την αύξηση της γονιμότητας και την υποβοηθούμενη αναπαραγωγή.","A new comprehensive package of measures to increase fertility and assisted reproduction.","504",NA
"Γ ΚΕΦΑΛΑΙΟ Πράσινη και Ψηφιακή Ελλάδα","C CHAPTER Green and Digital Greece","H",NA
"Γ1. ΨΗΦΙΑΚΗ ΜΕΤΑΒΑΣΗ","Γ1. DIGITAL SWITCHOVER","H",NA
"Επέκταση και αναβάθμιση των υπηρεσιών του gov.gr προς όφελος του πολίτη.","Expansion and upgrading of gov.gr services for the benefit of citizens.","303",NA
"Όλες οι πληροφορίες και τα δεδομένα διακινούνται έως το 2025 μόνο ηλεκτρονικά μεταξύ του δημοσίου.","All information and data will be moved by 2025 only electronically between the public sector.","303",NA
"Πλήρης ψηφιοποίηση των κεντρικών αρχείων του Κράτους (υποθηκοφυλακείων, δικαιοσύνης, Πολεοδομιών, νοσοκομείων κ.ά.) ώστε όλα τα δεδομένα να είναι άμεσα διαθέσιμα στον ενδιαφερόμενο πολίτη ή στη δημόσια υπηρεσία.","Full digitisation of the central State archives (mortgage offices, justice, town planning, hospitals, etc.) so that all data is immediately available to the citizen concerned or to the public service.","303",NA
"Ένταξη του 90% των υπηρεσιών του Μίτος στο Gov.gr και απλούστευση σημαντικών διαδικασιών μέσω του Εθνικού Προγράμματος Απλούστευσης Διαδικασιών έως το 2027.","Inclusion of 90% of Mitos services in Gov.gr and simplification of important procedures through the National Programme for Simplification of Procedures by 2027.","303",NA
"Οπτική ίνα σε κάθε δημόσιο και ιδιωτικό κτίριο έως το 2027 για γρήγορο internet.","Optical fibre in every public and private building by 2027 for high-speed internet.","411",NA
"Παροχή σε όλα τα σχολεία πρωτοβάθμιας και δευτεροβάθμιας εκπαίδευσης υψηλής ταχύτητας σύνδεση στο διαδίκτυο, με στόχο την αναβάθμιση του παιδαγωγικού έργου.","Provide all primary and secondary schools with high-speed internet connection to upgrade pedagogical work.","506",NA
"Το 94% της χώρας καλύπτεται με 5G έως το 2027.","94% of the country covered by 5G by 2027.","411",NA
"Ανοικτά δεδομένα.","Open data.","303",NA
"Το σύνολο των δεδομένων της δημόσιας διοίκησης είναι διαθέσιμα ανωνυμοποιημένα και σε επεξεργάσιμη μορφή.","All public administration data is available anonymised and in an editable format.","303",NA
"Αναβάθμιση του opengov.gr.","Upgrade opengov.gr.","303",NA
"Ολοκλήρωση προγράμματος αναβάθμισης ΚΕΠ, ώστε να καταστούν έως το 2025 το μοναδικό φυσικό σημείο επαφής με το δημόσιο.","Completion of a programme to upgrade CCPs to make them the only physical point of contact with the public sector by 2025.","303",NA
"Γ2. ΠΡΑΣΙΝΗ ΕΝΕΡΓΕΙΑΚΗ ΜΕΤΑΒΑΣΗ","Γ2. GREEN ENERGY TRANSITION","H",NA
"Μέσα σε 6 χρόνια το 80% της ηλεκτροπαραγωγής προέρχεται από ανανεώσιμες πηγές ενέργειας.","Within 6 years 80% of electricity generation comes from renewable energy sources.","416.2",NA
"Ενεργειακή αναβάθμιση 600.000 κατοικιών για λιγότερη κατανάλωση ενέργειας όλες τις εποχές του χρόνου.","Energy upgrade of 600,000 homes for less energy consumption in all seasons.","416.2",NA
"Υλοποίηση προγραμμάτων «Εξοικονομώ», «Αλλάζω θερμοσίφωνα» και «Φωτοβολταïκά στέγης».","Implementation of the ""Save to Save"", ""Change my water heater"" and ""Roof Photovoltaics"" programmes.","416.2",NA
"Το 20% των ΙΧ οχημάτων είναι μηδενικών ή χαμηλών ρύπων έως το 2027.","20% of cars are zero or low emission vehicles by 2027.","416.2",NA
"Τίθενται σε λειτουργία 8.900 δημόσια προσβάσιμοι φορτιστές σε κοινόχρηστους χώρους αστικών κέντρων.","8,900 publicly accessible chargers are put into operation in public spaces in urban centres.","416.2",NA
"Προώθηση έρευνας κοιτασμάτων φυσικού αερίου.","Promote exploration of natural gas deposits.","416.2",NA
"Κατασκευή νέων σταθμών εισαγωγής LNG, αναβάθμιση Συστήματος Μεταφοράς φυσικού αερίου, διεθνείς διασυνδέσεις φυσικού αερίου.","Construction of new LNG import stations, upgrading of the Gas Transmission System, international gas interconnections.","411",NA
"Γ3. ΚΥΚΛΙΚΗ ΟΙΚΟΝΟΜΙΑ- ΒΙΩΣΙΜΕΣ ΠΟΛΕΙΣ- ΔΙΑΧΕΙΡΙΣΗ ΑΠΟΡΡΙΜΜΑΤΩΝ","Γ3. CIRCULAR ECONOMY - SUSTAINABLE CITIES - WASTE MANAGEMENT","H",NA
"Ολοκλήρωση των 45 Μονάδων Διαχείρισης Αποβλήτων έως το 2025.","Completion of 45 Waste Management Plants by 2025.","416.2",NA
"Κάλυψη των αναγκών σε υποδομές διαχείρισης αστικών λυμάτων σε 250 περίπου οικισμούς κάτω των 2.000 κατοίκων σε νησιωτικές, ορεινές, ευαίσθητες περιοχές.","Covering the needs for urban waste water management infrastructure in about 250 settlements of less than 2,000 inhabitants in island, mountainous and sensitive areas.","411",NA
"Εθνικό πρόγραμμα αναδασώσεων με 20 εκατ. δέντρα σε 165.000 στρέμματα έως το 2025.","National reforestation programme with 20 million trees on 165,000 hectares by 2025.","501",NA
"Για τη δασοπροστασία, διάνοιξη δασικών δρόμων συνολικού μήκους 40.000 χλμ., αφαίρεση καύσιμης ύλης από 260 κρίσιμα δάση, διάνοιξη και συντήρηση αντιπυρικών ζωνών συνολικού μήκους 10.000 χλμ., ανάπτυξη «έξυπνου δάσους» με χρήση τεχνολογιών αιχμής.","For forest protection, opening of forest roads with a total length of 40,000 km, removal of fuel from 260 critical forests, opening and maintenance of firebreaks with a total length of 10,000 km, development of ""smart forest"" using cutting-edge technologies.","501",NA
"Πρόγραμμα GR-ECO για τα νησιά μας, με σκοπό την ενεργειακή αυτονομία και την κυκλική οικονομία.","GR-ECO programme for our islands, aiming at energy autonomy and circular economy.","416.2",NA
"Κλιματικά ουδέτερες και βιώσιμες πόλεις.","Climate neutral and sustainable cities.","416.2",NA
"Πρόγραμμα αστικών αναπλάσεων σε πάνω από 100 δήμους της χώρας και 700 Τοπικά Πολεοδομικά Σχέδια και Ειδικά Πολεοδομικά Σχέδια για 10 περιοχές.","Urban regeneration programme in over 100 municipalities in the country and 700 Local Urban Plans and Special Urban Plans for 10 regions.","411",NA
"570 χλμ. νέων ποδηλατοδρόμων σε όλη τη χώρα, οι οποίοι θα εξυπηρετήσουν περίπου 3.4 εκατ. χρήστες ετησίως.","570 km of new cycle paths across the country, serving around 3.4 million users per year.","411",NA
"Δ ΚΕΦΑΛΑΙΟ Δίκαιη Ελλάδα","CHAPTER D Fair Greece","H",NA
"Δ1. ΔΙΚΑΙΟΣΥΝΗ ΚΑΙ ΚΡΑΤΟΣ ΔΙΚΑΙΟΥ","Δ1. JUSTICE AND THE RULE OF LAW","H",NA
"Επιτάχυνση χρόνου απονομής δικαιοσύνης στον ευρωπαϊκό μέσο όρο (λιγότερες από 500 μέρες) και επίσπευση εκκαθάρισης των εκκρεμών υποθέσεων στη διοικητική, πολιτική και ποινική δικαιοσύνη.","Speed up the time taken to deliver justice to the European average (less than 500 days) and accelerate the clearance of pending cases in the administrative, civil and criminal justice systems.","202.1",NA
"Ψηφιακή Στρατηγική για τη Δικαιοσύνη.","Digital Strategy for Justice.","202.1",NA
"Μέχρι το 2025 θα έχουν ολοκληρωθεί τα έργα του Ολοκληρωμένου Συστήματος Διαχείρισης Δικαστικών Υποθέσεων για την Ποινική, Πολιτική και Διοικητική Δικαιοσύνη, της αναμόρφωσης του Εθνικού Ποινικού Μητρώου και του Ολοκληρωμένου Πληροφοριακού Συστήματος του Ελεγκτικού Συνεδρίου.","By 2025, the Integrated Case Management System for Criminal, Civil and Administrative Justice, the reform of the National Criminal Register and the Integrated Information System of the Court of Audit will be completed.","202.1",NA
"Νέος Δικαστικός Χάρτης στη Διοικητική, Αστική και Ποινική Δικαιοσύνη.","New Judicial Charter in Administrative, Civil and Criminal Justice.","202.1",NA
"Στόχος μας είναι να σταματήσουν οι αδικαιολόγητες καθυστερήσεις στην απονομή δικαίου.","Our goal is to end unjustified delays in the administration of justice.","202.1",NA
"Η σχεδιαζόμενη αναθεώρηση του δικαστικού χάρτη αναμένεται να συμβάλει σε μία ορθολογική γεωγραφική ανακατανομή των δικαστηρίων.","The planned revision of the Judicial Charter is expected to contribute to a rational geographical redistribution of courts.","202.1",NA
"Ενίσχυση στο ανθρώπινο δυναμικό: αναβάθμιση Εθνικής Σχολής Δικαστών, σύνδεση προαγωγής με αξιολόγηση και επιμόρφωση, κλάδος Δικαστικών Υπαλλήλων, Δικαστική Αστυνομία.","Strengthen human resources: upgrade the National School of Magistrates, link promotion to evaluation and training, Judicial Officers branch, Judicial Police.","202.1",NA
"Αναβάθμιση των κτιριακών υποδομών της Δικαιοσύνης σε 15 πόλεις της Ελλάδας, νέο Πρωτοδικείο στην Αθήνα.","Upgrading of the building infrastructure of the Judiciary in 15 cities in Greece, new Court of First Instance in Athens.","411",NA
"Δ2. ΔΙΑΚΥΒΕΡΝΗΣΗ ΚΑΙ ΘΕΣΜΟΙ","Δ2. GOVERNANCE AND INSTITUTIONS","H",NA
"Εκκίνηση της διαδικασίας για μία γενναία Συνταγματική Αναθεώρηση που θα απελευθερώσει κοινωνικές δυνάμεις και θα εκσυγχρονίσει αναχρονιστικές διατάξεις (π.χ. άρθρο 16 για λειτουργία μη κρατικών ΑΕΙ).","Launch the process for a bold Constitutional Review that will liberate social forces and modernise anachronistic provisions (e.g. Article 16 on the operation of non-state universities).","204",NA
"Ανακατανομή αρμοδιοτήτων μεταξύ κεντρικού κράτους, αποκεντρωμένης διοίκησης, περιφέρειας και δήμου, λειτουργία πολυεπίπεδης διακυβέρνησης.","Redistribution of responsibilities between central state, decentralized administration, region and municipality, operation of multi-level governance.","301",NA
"Ισχυροί Δήμοι.","Strong municipalities.","301",NA
"Ενίσχυση διοικητικής και τεχνικής ικανότητας των υπηρεσιών τους, ψηφιακή μετάβαση, μειωμένο περιβαλλοντικό αποτύπωμα, ενεργειακή αυτονομία.","Strengthening the administrative and technical capacity of their services, digital transition, reduced environmental footprint, energy autonomy.","301",NA
"Δημιουργία δεικτών απόδοσης των Ο.Τ.Α.","Establishment of performance indicators for local authorities.","301",NA
"Ολοκλήρωση και εφαρμογή του ρυθμιστικού πλαισίου για τα ζώα συντροφιάς.","Complete and implement the regulatory framework for companion animals.","301",NA
"Ενίσχυση της Λογοδοσίας και διασφάλιση της Διαφάνειας στο Δημόσιο.","Strengthen accountability and ensure transparency in the public sector.","202.1",NA
"Θεσμοθέτηση αποκλειστικών προθεσμιών διεκπεραίωσης (1 έως 4 μηνών) ανά κατηγορία Πειθαρχικών και επέκταση εφαρμογής του Πειθαρχικού Δικαίου στους φορείς του ευρύτερου δημόσιου τομέα (ΝΠΙΔ και ΑΕ).","Establish exclusive time limits (1 to 4 months) for each category of disciplinary cases and extend the application of the Disciplinary Law to public sector entities (NPIs and SAs).","303",NA
"Πλήρης λειτουργία ηλεκτρονικής βάσης δεδομένων για τη συστηματική παρακολούθηση των Πειθαρχικών Διαδικασιών (e-peitharxika) και του Συστήματος Εσωτερικού Ελέγχου.","Fully operate an electronic database for the systematic monitoring of Disciplinary Procedures (e-peitharxika) and the Internal Audit System.","303",NA
"Ο κατάλληλος άνθρωπος στην κατάλληλη θέση.","The right person in the right position.","303",NA
"Ανασχεδιασμός συστήματος επιλογής προϊσταμένων με ηλεκτρονικό τρόπο υπό την εποπτεία του ΑΣΕΠ.","Redesign the system for the selection of supervisors in an electronic manner under the supervision of the ACPC.","303",NA
"Διενέργεια γραπτού διαγωνισμού του ΑΣΕΠ κάθε δύο έτη και δημιουργία δεξαμενής υποψηφίων από την οποία καλύπτονται οι θέσεις που προκηρύσσονται εντός της διετίας.","Conduct a written competition of the APSC every two years and create a pool of candidates from which the posts advertised within two years are filled.","303",NA
"Πλήρης υλοποίηση του ετήσιου προγραμματισμού προσλήψεων εντός του έτους που έχει προγραμματιστεί.","Fully implement the annual recruitment plan within the planned year.","303",NA
"Αναβάθμιση και μετασχηματισμός των δεξιοτήτων (upskilling και reskilling) 250.000 δημοσίων υπαλλήλων.","Upskilling and reskilling of 250 000 civil servants.","411",NA
"Διεθνής πιστοποίηση από ανεξάρτητο φορέα σε συγκεκριμένες κατηγορίες υπαλλήλων και θέσεις ευθύνης.","International certification by an independent body in specific categories of officials and positions of responsibility.","303",NA
"Επιλογή των κατάλληλων διοικήσεων των φορέων του Δημοσίου.","Selection of appropriate administrations of public bodies.","303",NA
"Βελτιώνεται και επιταχύνεται ο τρόπος επιλογής των διοικήσεων των φορέων του δημοσίου (ΝΠΔΔ, ΝΠΙΔ, Νοσοκομεία κ.τλ.) με αυστηρά προαπαιτούμενα προσόντα συναφή με το αντικείμενο.","Improve and accelerate the selection process for the management of public sector bodies (NPAs, NPIs, hospitals, etc.) with strict qualifications relevant to the subject matter.","303",NA
"Ετήσια αξιολόγηση που συνδέεται με αμοιβές και στόχους.","Annual evaluation linked to remuneration and objectives.","303",NA
"Εφαρμογή ηλεκτρονικής κάρτας εργασίας σε όλο το Δημόσιο.","Implementation of an electronic job card throughout the public sector.","303",NA
"Η ηλεκτρονική κάρτα εργασίας εφαρμόζεται σε όλους τους φορείς του δημοσίου με σκοπό τον έλεγχο τήρησης του ωραρίου.","The electronic work card is implemented in all public institutions in order to control the observance of working hours.","303",NA
"Καθιέρωση συστήματος κινήτρων και ανταμοιβής υπαλλήλων, για την επίτευξη συγκεκριμένων και προσυμφωνημένων στόχων.","Establish a system of incentives and rewards for employees for achieving specific and pre-agreed targets.","303",NA
"Επιτάχυνση και εξορθολογισμός στο σύστημα δημοσίων συμβάσεων, ιδίως προμηθειών, μέσω της δημιουργίας νέας κεντρικής αρχής για τη διενέργεια των διαγωνισμών της Διοίκησης, με αξιοποίηση ηλεκτρονικών καταλόγων και άλλων συστημάτων.","Speed up and streamline the public procurement system, in particular procurement, through the creation of a new central authority for the conduct of tenders by the administration, using electronic lists and other systems.","303",NA
"Δ3. ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ","Δ3. SOCIAL COHESION","H",NA
"Αύξηση κατά 8% του Ελάχιστου Εγγυημένου Εισοδήματος από 1/1/2024.","Increase by 8% of the Minimum Guaranteed Income from 1/1/2024.","504",NA
"Αύξηση κατά 8% των αναπηρικών επιδομάτων από 1/5/2023.","Increase by 8% of disability allowances from 1/5/2023.","504",NA
"Αναβάθμιση ελέγχου κοινωνικών επιδομάτων, με δημιουργία ηλεκτρονικής βάσης για όλα τα επιδόματα ανά δικαιούχο, αυτοματοποιημένο έλεγχο κριτηρίων, συγκέντρωση επιδομάτων σε μία βάση και εναρμόνιση κριτηρίων.","Upgrading of the control of social benefits, with the creation of an electronic database for all benefits per beneficiary, automated control of criteria, concentration of benefits in one database and harmonisation of criteria.","504",NA
"Λιγότερη ταλαιπωρία για τους δικαιούχους, περισσότερη διαφάνεια.","Less hassle for beneficiaries, more transparency.","504",NA
"Επέκταση της υποστηριζόμενης απασχόλησης για τα άτομα με αναπηρία.","Expansion of supported employment for people with disabilities.","503",NA
"Προσωπικός Βοηθός.","Personal assistant.","504",NA
"Πρόληψη και καταπολέμηση της βίας κατά των γυναικών.","Prevent and combat violence against women.","605.1",NA
"Εφαρμογή του panic button, δομές υποστήριξης κακοποιημένων γυναικών και των παιδιών τους.","Implementation of the panic button, support structures for battered women and their children.","504",NA
"Συμβουλευτικά Κέντρα Κακοποιημένων Γυναικών στην Αθήνα και τη Θεσσαλονίκη σε συνεργασία με την ΕΛ.ΑΣ. και την Άμεσο Δράση.","Counselling Centres for battered women in Athens and Thessaloniki in cooperation with the Hellenic Police. and Direct Action.","504",NA
"Μείωση του έμφυλου μισθολογικού χάσματος (gender pay gap) από εκτιμώμενο ποσοστό 10% σήμερα σε 5% το 2027, και κάτω από 3% το 2030.","Reduction of the gender pay gap from an estimated 10% today to 5% in 2027, and below 3% in 2030.","503",NA
"Προγράμματα για ενίσχυση και τη βελτίωση της θέσης των γυναικών στην αγορά εργασίας.","Programmes to empower and improve the position of women in the labour market.","503",NA
"Υλοποίηση της Εθνικής Στρατηγικής για την Ισότητα των ΛΟΑΤΚΙ+.","Implementation of the National Strategy for LGBTI+ Equality.","503",NA
"Μεταρρύθμιση υπηρεσιών για την υποστήριξη της μακροχρόνιας φροντίδας ηλικιωμένων και πολιτικές για την ενεργό γήρανση.","Reform services to support long-term care for older people and policies for active ageing.","504",NA
"E ΚΕΦΑΛΑΙΟ Ισχυρή Ελλάδα","E CHAPTER Strong Greece","H",NA
"E1. ΕΞΩΤΕΡΙΚΗ ΠΟΛΙΤΙΚΗ/ ΑΠΟΔΗΜΟΣ ΕΛΛΗΝΙΣΜΟΣ","E1. FOREIGN POLICY/EXPATRIATE GREEKS","H",NA
"Η Ελλάδα διαδραματίζει κεντρικό ρόλο στην Ευρωπαϊκή Ένωση και συμμετέχει ενεργά στη διαμόρφωση των αποφάσεων που αφορούν στην ειρήνη και την ασφάλεια στην Ευρώπη και τον υπόλοιπο κόσμο.","Greece plays a central role in the European Union and is actively involved in shaping decisions concerning peace and security in Europe and the rest of the world.","108",NA
"Ενεργός συμμετοχή και συμβολή στον σχεδιασμό των νέων κοινών ευρωπαϊκών πολιτικών, ιδίως στα θέματα εθνικού ενδιαφέροντος και στην ευρωπαϊκή αντιμετώπιση κρίσεων και νέων προκλήσεων ασφάλειας που απαιτούν τη συνεργασία των κρατών.","Active participation and contribution to the design of new common European policies, in particular on issues of national interest and in the European response to crises and new security challenges requiring the cooperation of States.","108",NA
"Κατάργηση περιορισμών για εγγραφή στους εκλογικούς καταλόγους εξωτερικού.","Abolition of restrictions on registration on foreign electoral rolls.","202.1",NA
"Εισαγωγή επιστολικής ψήφου εντός και εκτός Ελλάδας.","Introduction of postal voting within and outside Greece.","202.1",NA
"Ανασύσταση Συμβουλίου Απόδημου Ελληνισμού - Ανάδειξη ρόλου διπλωματίας διασποράς - για την προώθηση των ελληνικών θέσεων και συμφερόντων ανά την υφήλιο.","Reconstitution of the Council of Hellenes Abroad - Promoting the role of diaspora diplomacy - to promote Greek positions and interests around the globe.","601.1",NA
"E2. ΑΣΦΑΛΕΙΑ","E2. SECURITY","H",NA
"Έξυπνη και στοχευμένη αντιμετώπιση της εγκληματικότητας με επιχειρησιακές παρεμβάσεις για την αντιμετώπισή της σε τοπικό επίπεδο.","Smart and targeted response to crime with operational interventions to tackle crime at the local level.","605.1",NA
"Δίνουμε έμφαση στην αξιοποίηση πληροφοριών και στην ανάλυση δεδομένων.","We emphasise the use of information and data analysis.","605.1",NA
"Ενίσχυση πεζών και εποχούμενων περιπολιών.","Enhancing foot and seasonal patrols.","605.1",NA
"5.000 αστυνομικοί αποδεσμεύονται από δευτερεύουσες υπηρεσίες γραφείου και ενισχύουν τις υπηρεσίες πρώτης γραμμής, αξιοποιώντας την ψηφιοποίηση των υπηρεσιών.","5,000 police officers are being released from secondary office duties and strengthening frontline services, leveraging digitization of services.","605.1",NA
